,Species,Spacing (m),Yield Class,Management,Period (year),Carbon Standing (tCO2e/ ha/yr),Debris (tCO2e/ha/yr),Total (tCO2/ha/yr),Cumulative       in-period (tCO2e/ha/ 5yr period),Cum. Biomass Sequestrn (tCO2e/ha),Cum. Emis. Ongoing Mgmt (tCO2e/ha),Cumulative Total Sequestrn (tCO2e/ha),Removed from Forest (tCO2e/ha/yr)
EL1.704NO_thin155,EL ,1.7,4,NO_thin,155-160,0.05,-0.04,0.01,0.1,445.6,0.00,445.6,0.00
EL1.704NO_thin160,EL ,1.7,4,NO_thin,160-165,0.08,-0.02,0.06,0.3,445.9,0.00,445.9,0.00
EL1.704NO_thin165,EL ,1.7,4,NO_thin,165-170,0.06,-0.02,0.04,0.2,446.1,0.00,446.1,0.00
EL1.704NO_thin170,EL ,1.7,4,NO_thin,170-175,0.05,-0.02,0.03,0.2,446.2,0.00,446.2,0.00
EL1.704NO_thin175,EL ,1.7,4,NO_thin,175-180,0.05,-0.01,0.03,0.2,446.4,0.00,446.4,0.00
EL1.704NO_thin180,EL ,1.7,4,NO_thin,180-185,0.04,-0.01,0.03,0.2,446.6,0.00,446.6,0.00
EL1.704NO_thin185,EL ,1.7,4,NO_thin,185-190,0.04,-0.01,0.03,0.1,446.7,0.00,446.7,0.00
EL1.704NO_thin190,EL ,1.7,4,NO_thin,190-195,0.03,-0.01,0.02,0.1,446.8,0.00,446.8,0.00
EL1.704NO_thin195,EL ,1.7,4,NO_thin,195-200,0.02,-0.01,0.01,0.1,446.9,0.00,446.9,0.00
EL1.704Thinned000,EL ,1.7,4,Thinned,  0-5,0.09,0.51,0.60,3.0,3.0,0.00,3.0,0.00
EL1.704Thinned005,EL ,1.7,4,Thinned,  5-10,0.26,0.63,0.89,4.5,7.4,0.00,7.4,0.00
EL1.704Thinned010,EL ,1.7,4,Thinned, 10-15,0.80,0.63,1.43,7.1,14.6,0.00,14.6,0.00
EL1.704Thinned015,EL ,1.7,4,Thinned, 15-20,2.43,0.63,3.06,15.3,29.9,0.00,29.9,0.00
EL1.704Thinned020,EL ,1.7,4,Thinned, 20-25,7.41,0.63,8.04,40.2,70.1,0.00,70.1,0.00
EL1.704Thinned025,EL ,1.7,4,Thinned, 25-30,17.97,1.79,19.76,98.8,168.9,0.00,168.9,0.00
EL1.704Thinned030,EL ,1.7,4,Thinned, 30-35,4.73,2.12,6.85,34.3,203.1,-0.08,203.0,4.97
EL1.704Thinned035,EL ,1.7,4,Thinned, 35-40,1.42,-0.37,1.05,5.2,208.4,-0.16,208.2,4.08
EL1.704Thinned040,EL ,1.7,4,Thinned, 40-45,2.59,0.78,3.37,16.8,225.2,-0.41,224.8,1.98
EL1.704Thinned045,EL ,1.7,4,Thinned, 45-50,1.86,0.31,2.17,10.8,236.0,-0.67,235.4,2.02
EL1.704Thinned050,EL ,1.7,4,Thinned, 50-55,1.63,-0.11,1.52,7.6,243.6,-0.94,242.7,2.07
EL1.704Thinned055,EL ,1.7,4,Thinned, 55-60,1.29,-0.46,0.83,4.2,247.8,-1.16,246.7,1.67
EL1.704Thinned060,EL ,1.7,4,Thinned, 60-65,1.77,-0.74,1.03,5.2,253.0,-1.32,251.7,1.26
EL1.704Thinned065,EL ,1.7,4,Thinned, 65-70,1.37,-0.71,0.66,3.3,256.3,-1.46,254.8,1.07
EL1.704Thinned070,EL ,1.7,4,Thinned, 70-75,1.25,-0.51,0.75,3.7,260.0,-1.58,258.4,0.92
EL1.704Thinned075,EL ,1.7,4,Thinned, 75-80,0.70,-0.53,0.17,0.9,260.9,-1.69,259.2,0.90
EL1.704Thinned080,EL ,1.7,4,Thinned, 80-85,0.74,0.16,0.91,4.5,265.4,-1.76,263.6,0.49
EL1.704Thinned085,EL ,1.7,4,Thinned, 85-90,0.11,-0.22,-0.11,-0.6,264.8,-1.83,263.0,0.56
EL1.704Thinned090,EL ,1.7,4,Thinned, 90-95,0.03,-0.30,-0.27,-1.4,263.5,-1.89,261.6,0.48
EL1.704Thinned095,EL ,1.7,4,Thinned, 95-100,0.50,0.15,0.64,3.2,266.7,-1.91,264.8,0.13
EL1.704Thinned100,EL ,1.7,4,Thinned,100-105,0.35,-0.25,0.10,0.5,267.2,-1.94,265.3,0.24
EL1.704Thinned105,EL ,1.7,4,Thinned,105-110,0.64,-0.15,0.50,2.5,269.7,-1.96,267.7,0.16
EL1.704Thinned110,EL ,1.7,4,Thinned,110-115,0.61,-0.16,0.45,2.3,272.0,-1.96,270.0,0.00
EL1.704Thinned115,EL ,1.7,4,Thinned,115-120,0.38,-0.06,0.32,1.6,273.5,-1.96,271.6,0.00
EL1.704Thinned120,EL ,1.7,4,Thinned,120-125,0.57,-0.01,0.56,2.8,276.3,-1.96,274.4,0.00
EL1.704Thinned125,EL ,1.7,4,Thinned,125-130,0.37,0.02,0.38,1.9,278.3,-1.96,276.3,0.00
EL1.704Thinned130,EL ,1.7,4,Thinned,130-135,0.30,0.02,0.32,1.6,279.9,-1.96,277.9,0.00
EL1.704Thinned135,EL ,1.7,4,Thinned,135-140,0.27,0.02,0.28,1.4,281.3,-1.96,279.3,0.00
EL1.704Thinned140,EL ,1.7,4,Thinned,140-145,0.41,0.02,0.43,2.1,283.4,-1.96,281.5,0.00
EL1.704Thinned145,EL ,1.7,4,Thinned,145-150,0.19,0.01,0.21,1.0,284.5,-1.96,282.5,0.00
EL1.704Thinned150,EL ,1.7,4,Thinned,150-155,0.17,0.01,0.18,0.9,285.3,-1.96,283.4,0.00
EL1.704Thinned155,EL ,1.7,4,Thinned,155-160,0.15,0.01,0.16,0.8,286.2,-1.96,284.2,0.00
EL1.704Thinned160,EL ,1.7,4,Thinned,160-165,0.12,0.01,0.13,0.7,286.8,-1.96,284.9,0.00
EL1.704Thinned165,EL ,1.7,4,Thinned,165-170,0.30,0.01,0.31,1.6,288.4,-1.96,286.4,0.00
EL1.704Thinned170,EL ,1.7,4,Thinned,170-175,0.09,0.01,0.10,0.5,288.9,-1.96,286.9,0.00
EL1.704Thinned175,EL ,1.7,4,Thinned,175-180,0.28,0.01,0.29,1.5,290.4,-1.96,288.4,0.00
EL1.704Thinned180,EL ,1.7,4,Thinned,180-185,0.07,0.01,0.07,0.4,290.7,-1.96,288.8,0.00
EL1.704Thinned185,EL ,1.7,4,Thinned,185-190,0.06,0.01,0.06,0.3,291.0,-1.96,289.1,0.00
EL1.704Thinned190,EL ,1.7,4,Thinned,190-195,0.05,0.01,0.05,0.3,291.3,-1.96,289.3,0.00
EL1.704Thinned195,EL ,1.7,4,Thinned,195-200,0.04,0.00,0.05,0.2,291.5,-1.96,289.6,0.00
EL1.706NO_thin000,EL ,1.7,6,NO_thin,  0-5,0.35,0.67,1.02,5.1,5.1,0.00,5.1,0.00
EL1.706NO_thin005,EL ,1.7,6,NO_thin,  5-10,1.06,0.83,1.88,9.4,14.5,0.00,14.5,0.00
EL1.706NO_thin010,EL ,1.7,6,NO_thin, 10-15,3.23,0.83,4.06,20.3,34.8,0.00,34.8,0.00
EL1.706NO_thin015,EL ,1.7,6,NO_thin, 15-20,9.85,0.83,10.69,53.4,88.2,0.00,88.2,0.00
EL1.706NO_thin020,EL ,1.7,6,NO_thin, 20-25,20.99,2.42,23.41,117.0,205.3,0.00,205.3,0.00
EL1.706NO_thin025,EL ,1.7,6,NO_thin, 25-30,14.39,1.85,16.24,81.2,286.5,0.00,286.5,0.00
EL1.706NO_thin030,EL ,1.7,6,NO_thin, 30-35,7.25,1.71,8.95,44.8,331.2,0.00,331.2,0.00
EL1.706NO_thin035,EL ,1.7,6,NO_thin, 35-40,6.74,2.48,9.22,46.1,377.3,0.00,377.3,0.00
EL1.706NO_thin040,EL ,1.7,6,NO_thin, 40-45,6.15,0.89,7.04,35.2,412.5,0.00,412.5,0.00
EL1.706NO_thin045,EL ,1.7,6,NO_thin, 45-50,5.64,0.14,5.79,28.9,441.4,0.00,441.4,0.00
EL1.706NO_thin050,EL ,1.7,6,NO_thin, 50-55,5.04,-0.33,4.71,23.6,465.0,0.00,465.0,0.00
EL1.706NO_thin055,EL ,1.7,6,NO_thin, 55-60,4.24,-0.53,3.71,18.6,483.5,0.00,483.5,0.00
EL1.706NO_thin060,EL ,1.7,6,NO_thin, 60-65,3.64,-0.53,3.11,15.5,499.1,0.00,499.1,0.00
EL1.706NO_thin065,EL ,1.7,6,NO_thin, 65-70,3.02,-0.53,2.49,12.5,511.5,0.00,511.5,0.00
EL1.706NO_thin070,EL ,1.7,6,NO_thin, 70-75,2.59,-0.49,2.10,10.5,522.0,0.00,522.0,0.00
EL1.706NO_thin075,EL ,1.7,6,NO_thin, 75-80,2.16,-0.43,1.73,8.7,530.7,0.00,530.7,0.00
EL1.706NO_thin080,EL ,1.7,6,NO_thin, 80-85,1.78,-0.42,1.36,6.8,537.5,0.00,537.5,0.00
EL1.706NO_thin085,EL ,1.7,6,NO_thin, 85-90,1.42,-0.38,1.04,5.2,542.7,0.00,542.7,0.00
EL1.706NO_thin090,EL ,1.7,6,NO_thin, 90-95,1.28,-0.19,1.09,5.5,548.1,0.00,548.1,0.00
EL1.706NO_thin095,EL ,1.7,6,NO_thin, 95-100,1.08,-0.16,0.92,4.6,552.7,0.00,552.7,0.00
EL1.706NO_thin100,EL ,1.7,6,NO_thin,100-105,0.81,-0.14,0.67,3.3,556.1,0.00,556.1,0.00
EL1.706NO_thin105,EL ,1.7,6,NO_thin,105-110,0.68,0.24,0.92,4.6,560.7,0.00,560.7,0.00
EL1.706NO_thin110,EL ,1.7,6,NO_thin,110-115,0.74,-0.18,0.56,2.8,563.5,0.00,563.5,0.00
EL1.706NO_thin115,EL ,1.7,6,NO_thin,115-120,0.61,-0.18,0.43,2.2,565.6,0.00,565.6,0.00
EL1.706NO_thin120,EL ,1.7,6,NO_thin,120-125,0.52,-0.17,0.35,1.8,567.4,0.00,567.4,0.00
EL1.706NO_thin125,EL ,1.7,6,NO_thin,125-130,0.43,-0.15,0.28,1.4,568.8,0.00,568.8,0.00
EL1.706NO_thin130,EL ,1.7,6,NO_thin,130-135,0.37,-0.07,0.30,1.5,570.3,0.00,570.3,0.00
EL1.706NO_thin135,EL ,1.7,6,NO_thin,135-140,0.30,-0.06,0.24,1.2,571.5,0.00,571.5,0.00
EL1.706NO_thin140,EL ,1.7,6,NO_thin,140-145,0.34,-0.05,0.29,1.4,572.9,0.00,572.9,0.00
EL1.706NO_thin145,EL ,1.7,6,NO_thin,145-150,0.33,0.32,0.65,3.2,576.2,0.00,576.2,0.00
EL1.706NO_thin150,EL ,1.7,6,NO_thin,150-155,0.37,-0.10,0.27,1.4,577.5,0.00,577.5,0.00
EL1.706NO_thin155,EL ,1.7,6,NO_thin,155-160,0.27,-0.13,0.15,0.7,578.3,0.00,578.3,0.00
EL1.706NO_thin160,EL ,1.7,6,NO_thin,160-165,0.17,-0.12,0.05,0.3,578.5,0.00,578.5,0.00
EL1.706NO_thin165,EL ,1.7,6,NO_thin,165-170,0.09,-0.12,-0.03,-0.2,578.4,0.00,578.4,0.00
EL1.706NO_thin170,EL ,1.7,6,NO_thin,170-175,0.10,-0.06,0.05,0.2,578.6,0.00,578.6,0.00
EL1.706NO_thin175,EL ,1.7,6,NO_thin,175-180,0.09,-0.03,0.06,0.3,578.9,0.00,578.9,0.00
EL1.706NO_thin180,EL ,1.7,6,NO_thin,180-185,0.08,-0.02,0.06,0.3,579.2,0.00,579.2,0.00
EL1.706NO_thin185,EL ,1.7,6,NO_thin,185-190,0.06,0.02,0.08,0.4,579.6,0.00,579.6,0.00
EL1.706NO_thin190,EL ,1.7,6,NO_thin,190-195,0.06,-0.02,0.04,0.2,579.8,0.00,579.8,0.00
EL1.706NO_thin195,EL ,1.7,6,NO_thin,195-200,0.04,-0.02,0.01,0.1,579.8,0.00,579.8,0.00
EL1.706Thinned000,EL ,1.7,6,Thinned,  0-5,0.35,0.67,1.02,5.1,5.1,0.00,5.1,0.00
EL1.706Thinned005,EL ,1.7,6,Thinned,  5-10,1.06,0.83,1.88,9.4,14.5,0.00,14.5,0.00
EL1.706Thinned010,EL ,1.7,6,Thinned, 10-15,3.23,0.83,4.06,20.3,34.8,0.00,34.8,0.00
EL1.706Thinned015,EL ,1.7,6,Thinned, 15-20,9.85,0.83,10.69,53.4,88.2,0.00,88.2,0.00
EL1.706Thinned020,EL ,1.7,6,Thinned, 20-25,20.99,2.42,23.41,117.0,205.3,0.00,205.3,0.00
EL1.706Thinned025,EL ,1.7,6,Thinned, 25-30,2.29,1.57,3.86,19.3,224.6,-0.12,224.5,7.05
EL1.706Thinned030,EL ,1.7,6,Thinned, 30-35,2.29,-0.72,1.57,7.9,232.4,-0.22,232.2,5.45
EL1.706Thinned035,EL ,1.7,6,Thinned, 35-40,3.30,0.82,4.12,20.6,253.0,-0.62,252.4,3.10
EL1.706Thinned040,EL ,1.7,6,Thinned, 40-45,3.14,-0.01,3.13,15.7,268.7,-1.04,267.7,3.31
EL1.706Thinned045,EL ,1.7,6,Thinned, 45-50,2.37,-0.50,1.87,9.4,278.1,-1.49,276.6,3.45
EL1.706Thinned050,EL ,1.7,6,Thinned, 50-55,2.20,-0.33,1.87,9.3,287.4,-1.88,285.5,3.06
EL1.706Thinned055,EL ,1.7,6,Thinned, 55-60,2.23,-0.44,1.78,8.9,296.3,-2.19,294.1,2.34
EL1.706Thinned060,EL ,1.7,6,Thinned, 60-65,2.20,-0.27,1.93,9.7,306.0,-2.43,303.6,1.88
EL1.706Thinned065,EL ,1.7,6,Thinned, 65-70,1.86,-0.56,1.30,6.5,312.5,-2.66,309.8,1.78
EL1.706Thinned070,EL ,1.7,6,Thinned, 70-75,1.38,-0.25,1.13,5.7,318.1,-2.85,315.3,1.46
EL1.706Thinned075,EL ,1.7,6,Thinned, 75-80,1.25,-0.24,1.01,5.1,323.2,-3.02,320.2,1.31
EL1.706Thinned080,EL ,1.7,6,Thinned, 80-85,0.81,-0.30,0.51,2.6,325.7,-3.17,322.6,1.21
EL1.706Thinned085,EL ,1.7,6,Thinned, 85-90,0.55,0.00,0.54,2.7,328.5,-3.29,325.2,0.92
EL1.706Thinned090,EL ,1.7,6,Thinned, 90-95,0.29,0.15,0.44,2.2,330.7,-3.37,327.3,0.65
EL1.706Thinned095,EL ,1.7,6,Thinned, 95-100,0.69,-0.25,0.44,2.2,332.9,-3.47,329.4,0.69
EL1.706Thinned100,EL ,1.7,6,Thinned,100-105,0.58,-0.20,0.37,1.9,334.7,-3.53,331.2,0.55
EL1.706Thinned105,EL ,1.7,6,Thinned,105-110,0.68,0.05,0.73,3.7,338.4,-3.58,334.8,0.32
EL1.706Thinned110,EL ,1.7,6,Thinned,110-115,0.46,-0.13,0.34,1.7,340.1,-3.62,336.4,0.36
EL1.706Thinned115,EL ,1.7,6,Thinned,115-120,0.56,-0.08,0.48,2.4,342.5,-3.66,338.8,0.29
EL1.706Thinned120,EL ,1.7,6,Thinned,120-125,0.42,-0.06,0.35,1.8,344.2,-3.69,340.5,0.23
EL1.706Thinned125,EL ,1.7,6,Thinned,125-130,0.51,-0.03,0.48,2.4,346.6,-3.71,342.9,0.18
EL1.706Thinned130,EL ,1.7,6,Thinned,130-135,0.56,-0.03,0.53,2.6,349.3,-3.71,345.6,0.00
EL1.706Thinned135,EL ,1.7,6,Thinned,135-140,0.62,0.01,0.63,3.2,352.4,-3.71,348.7,0.00
EL1.706Thinned140,EL ,1.7,6,Thinned,140-145,0.29,0.02,0.31,1.5,354.0,-3.71,350.3,0.00
EL1.706Thinned145,EL ,1.7,6,Thinned,145-150,0.36,0.02,0.38,1.9,355.9,-3.71,352.2,0.00
EL1.706Thinned150,EL ,1.7,6,Thinned,150-155,0.40,0.02,0.42,2.1,358.0,-3.71,354.3,0.00
EL1.706Thinned155,EL ,1.7,6,Thinned,155-160,0.28,0.02,0.29,1.5,359.4,-3.71,355.7,0.00
EL1.706Thinned160,EL ,1.7,6,Thinned,160-165,0.33,0.01,0.35,1.7,361.2,-3.71,357.5,0.00
EL1.706Thinned165,EL ,1.7,6,Thinned,165-170,0.21,0.01,0.22,1.1,362.3,-3.71,358.6,0.00
EL1.706Thinned170,EL ,1.7,6,Thinned,170-175,0.28,0.01,0.29,1.5,363.7,-3.71,360.0,0.00
EL1.706Thinned175,EL ,1.7,6,Thinned,175-180,0.15,0.01,0.16,0.8,364.5,-3.71,360.8,0.00
EL1.706Thinned180,EL ,1.7,6,Thinned,180-185,0.13,0.01,0.14,0.7,365.2,-3.71,361.5,0.00
EL1.706Thinned185,EL ,1.7,6,Thinned,185-190,0.11,0.01,0.12,0.6,365.9,-3.71,362.1,0.00
EL1.706Thinned190,EL ,1.7,6,Thinned,190-195,0.20,0.01,0.21,1.1,366.9,-3.71,363.2,0.00
EL1.706Thinned195,EL ,1.7,6,Thinned,195-200,0.08,0.01,0.09,0.5,367.4,-3.71,363.7,0.00
EL1.708NO_thin000,EL ,1.7,8,NO_thin,  0-5,0.87,0.82,1.69,8.5,8.5,0.00,8.5,0.00
EL1.708NO_thin005,EL ,1.7,8,NO_thin,  5-10,2.66,1.01,3.67,18.4,26.8,0.00,26.8,0.00
EL1.708NO_thin010,EL ,1.7,8,NO_thin, 10-15,8.13,1.02,9.14,45.7,72.5,0.00,72.5,0.00
EL1.708NO_thin015,EL ,1.7,8,NO_thin, 15-20,20.71,2.09,22.80,114.0,186.5,0.00,186.5,0.00
EL1.708NO_thin020,EL ,1.7,8,NO_thin, 20-25,19.00,2.39,21.39,106.9,293.5,0.00,293.5,0.00
EL1.708NO_thin025,EL ,1.7,8,NO_thin, 25-30,8.80,2.21,11.01,55.0,348.5,0.00,348.5,0.00
EL1.708NO_thin030,EL ,1.7,8,NO_thin, 30-35,8.77,3.25,12.02,60.1,408.6,0.00,408.6,0.00
EL1.708NO_thin035,EL ,1.7,8,NO_thin, 35-40,8.05,1.26,9.30,46.5,455.1,0.00,455.1,0.00
EL1.708NO_thin040,EL ,1.7,8,NO_thin, 40-45,7.49,0.46,7.95,39.8,494.9,0.00,494.9,0.00
EL1.708NO_thin045,EL ,1.7,8,NO_thin, 45-50,6.63,-0.01,6.63,33.1,528.0,0.00,528.0,0.00
EL1.708NO_thin050,EL ,1.7,8,NO_thin, 50-55,5.89,-0.60,5.29,26.4,554.5,0.00,554.5,0.00
EL1.708NO_thin055,EL ,1.7,8,NO_thin, 55-60,5.25,-0.67,4.58,22.9,577.4,0.00,577.4,0.00
EL1.708NO_thin060,EL ,1.7,8,NO_thin, 60-65,4.58,-0.67,3.91,19.6,596.9,0.00,596.9,0.00
EL1.708NO_thin065,EL ,1.7,8,NO_thin, 65-70,3.99,-0.62,3.37,16.8,613.8,0.00,613.8,0.00
EL1.708NO_thin070,EL ,1.7,8,NO_thin, 70-75,3.28,-0.40,2.89,14.4,628.2,0.00,628.2,0.00
EL1.708NO_thin075,EL ,1.7,8,NO_thin, 75-80,2.67,-0.43,2.24,11.2,639.4,0.00,639.4,0.00
EL1.708NO_thin080,EL ,1.7,8,NO_thin, 80-85,2.26,-0.49,1.77,8.8,648.2,0.00,648.2,0.00
EL1.708NO_thin085,EL ,1.7,8,NO_thin, 85-90,2.08,-0.56,1.52,7.6,655.8,0.00,655.8,0.00
EL1.708NO_thin090,EL ,1.7,8,NO_thin, 90-95,1.87,-0.33,1.54,7.7,663.5,0.00,663.5,0.00
EL1.708NO_thin095,EL ,1.7,8,NO_thin, 95-100,1.59,-0.21,1.38,6.9,670.4,0.00,670.4,0.00
EL1.708NO_thin100,EL ,1.7,8,NO_thin,100-105,1.34,-0.17,1.18,5.9,676.3,0.00,676.3,0.00
EL1.708NO_thin105,EL ,1.7,8,NO_thin,105-110,1.10,0.37,1.47,7.4,683.7,0.00,683.7,0.00
EL1.708NO_thin110,EL ,1.7,8,NO_thin,110-115,0.89,-0.26,0.63,3.2,686.8,0.00,686.8,0.00
EL1.708NO_thin115,EL ,1.7,8,NO_thin,115-120,0.77,0.45,1.22,6.1,692.9,0.00,692.9,0.00
EL1.708NO_thin120,EL ,1.7,8,NO_thin,120-125,0.72,-0.43,0.28,1.4,694.4,0.00,694.4,0.00
EL1.708NO_thin125,EL ,1.7,8,NO_thin,125-130,0.65,-0.37,0.27,1.4,695.7,0.00,695.7,0.00
EL1.708NO_thin130,EL ,1.7,8,NO_thin,130-135,0.60,-0.32,0.28,1.4,697.1,0.00,697.1,0.00
EL1.708NO_thin135,EL ,1.7,8,NO_thin,135-140,0.49,-0.21,0.29,1.4,698.6,0.00,698.6,0.00
EL1.708NO_thin140,EL ,1.7,8,NO_thin,140-145,0.35,0.64,0.99,4.9,703.5,0.00,703.5,0.00
EL1.708NO_thin145,EL ,1.7,8,NO_thin,145-150,0.32,-0.19,0.14,0.7,704.2,0.00,704.2,0.00
EL1.708NO_thin150,EL ,1.7,8,NO_thin,150-155,0.28,-0.24,0.04,0.2,704.4,0.00,704.4,0.00
EL1.708NO_thin155,EL ,1.7,8,NO_thin,155-160,0.21,-0.25,-0.04,-0.2,704.2,0.00,704.2,0.00
EL1.708NO_thin160,EL ,1.7,8,NO_thin,160-165,0.26,-0.24,0.01,0.1,704.3,0.00,704.3,0.00
EL1.708NO_thin165,EL ,1.7,8,NO_thin,165-170,0.22,-0.12,0.11,0.5,704.8,0.00,704.8,0.00
EL1.708NO_thin170,EL ,1.7,8,NO_thin,170-175,0.21,-0.05,0.16,0.8,705.6,0.00,705.6,0.00
EL1.708NO_thin175,EL ,1.7,8,NO_thin,175-180,0.11,-0.04,0.07,0.4,705.9,0.00,705.9,0.00
EL1.708NO_thin180,EL ,1.7,8,NO_thin,180-185,0.11,-0.03,0.08,0.4,706.3,0.00,706.3,0.00
EL1.708NO_thin185,EL ,1.7,8,NO_thin,185-190,0.08,-0.03,0.05,0.3,706.6,0.00,706.6,0.00
EL1.708NO_thin190,EL ,1.7,8,NO_thin,190-195,0.07,-0.03,0.05,0.2,706.8,0.00,706.8,0.00
EL1.708NO_thin195,EL ,1.7,8,NO_thin,195-200,0.06,-0.02,0.04,0.2,707.0,0.00,707.0,0.00
EL1.708Thinned000,EL ,1.7,8,Thinned,  0-5,0.87,0.82,1.69,8.5,8.5,0.00,8.5,0.00
EL1.708Thinned005,EL ,1.7,8,Thinned,  5-10,2.66,1.01,3.67,18.4,26.8,0.00,26.8,0.00
EL1.708Thinned010,EL ,1.7,8,Thinned, 10-15,8.13,1.02,9.14,45.7,72.5,0.00,72.5,0.00
EL1.708Thinned015,EL ,1.7,8,Thinned, 15-20,20.71,2.09,22.80,114.0,186.5,0.00,186.5,0.00
EL1.708Thinned020,EL ,1.7,8,Thinned, 20-25,2.91,2.62,5.53,27.7,214.2,-0.17,214.0,9.73
EL1.708Thinned025,EL ,1.7,8,Thinned, 25-30,3.62,-0.53,3.09,15.5,229.7,-0.29,229.4,7.27
EL1.708Thinned030,EL ,1.7,8,Thinned, 30-35,4.80,1.14,5.94,29.7,259.3,-0.82,258.5,4.04
EL1.708Thinned035,EL ,1.7,8,Thinned, 35-40,4.61,0.73,5.33,26.7,286.0,-1.33,284.7,4.02
EL1.708Thinned040,EL ,1.7,8,Thinned, 40-45,3.76,-0.26,3.51,17.5,303.6,-1.89,301.7,4.31
EL1.708Thinned045,EL ,1.7,8,Thinned, 45-50,3.20,-0.67,2.53,12.6,316.2,-2.46,313.7,4.41
EL1.708Thinned050,EL ,1.7,8,Thinned, 50-55,3.27,-0.94,2.32,11.6,327.8,-2.91,324.9,3.47
EL1.708Thinned055,EL ,1.7,8,Thinned, 55-60,3.03,-0.63,2.41,12.0,339.8,-3.29,336.5,2.92
EL1.708Thinned060,EL ,1.7,8,Thinned, 60-65,2.82,-0.45,2.37,11.9,351.7,-3.62,348.1,2.56
EL1.708Thinned065,EL ,1.7,8,Thinned, 65-70,2.38,-0.47,1.91,9.6,361.3,-3.91,357.3,2.33
EL1.708Thinned070,EL ,1.7,8,Thinned, 70-75,1.71,-0.51,1.20,6.0,367.3,-4.19,363.1,2.14
EL1.708Thinned075,EL ,1.7,8,Thinned, 75-80,1.49,-0.22,1.28,6.4,373.6,-4.43,369.2,1.82
EL1.708Thinned080,EL ,1.7,8,Thinned, 80-85,1.31,-0.13,1.17,5.9,379.5,-4.63,374.9,1.63
EL1.708Thinned085,EL ,1.7,8,Thinned, 85-90,1.07,-0.10,0.97,4.9,384.4,-4.82,379.5,1.43
EL1.708Thinned090,EL ,1.7,8,Thinned, 90-95,1.00,-0.09,0.91,4.5,388.9,-4.98,383.9,1.22
EL1.708Thinned095,EL ,1.7,8,Thinned, 95-100,0.96,-0.08,0.88,4.4,393.3,-5.11,388.2,1.03
EL1.708Thinned100,EL ,1.7,8,Thinned,100-105,0.86,-0.08,0.78,3.9,397.2,-5.22,392.0,0.86
EL1.708Thinned105,EL ,1.7,8,Thinned,105-110,0.78,-0.06,0.71,3.6,400.8,-5.32,395.5,0.73
EL1.708Thinned110,EL ,1.7,8,Thinned,110-115,0.70,-0.05,0.65,3.2,404.0,-5.39,398.6,0.61
EL1.708Thinned115,EL ,1.7,8,Thinned,115-120,0.63,-0.04,0.59,3.0,407.0,-5.46,401.5,0.51
EL1.708Thinned120,EL ,1.7,8,Thinned,120-125,0.57,-0.03,0.53,2.7,409.6,-5.52,404.1,0.43
EL1.708Thinned125,EL ,1.7,8,Thinned,125-130,0.51,-0.03,0.49,2.4,412.1,-5.56,406.5,0.36
EL1.708Thinned130,EL ,1.7,8,Thinned,130-135,0.46,-0.02,0.44,2.2,414.3,-5.60,408.7,0.31
EL1.708Thinned135,EL ,1.7,8,Thinned,135-140,0.41,-0.01,0.39,2.0,416.2,-5.64,410.6,0.26
EL1.708Thinned140,EL ,1.7,8,Thinned,140-145,0.37,-0.01,0.36,1.8,418.0,-5.67,412.4,0.22
EL1.708Thinned145,EL ,1.7,8,Thinned,145-150,0.33,-0.01,0.32,1.6,419.6,-5.69,414.0,0.18
EL1.708Thinned150,EL ,1.7,8,Thinned,150-155,0.52,-0.05,0.47,2.3,422.0,-5.69,416.3,0.00
EL1.708Thinned155,EL ,1.7,8,Thinned,155-160,0.45,-0.01,0.44,2.2,424.2,-5.69,418.5,0.00
EL1.708Thinned160,EL ,1.7,8,Thinned,160-165,0.39,0.01,0.40,2.0,426.2,-5.69,420.5,0.00
EL1.708Thinned165,EL ,1.7,8,Thinned,165-170,0.34,0.01,0.35,1.7,427.9,-5.69,422.2,0.00
EL1.708Thinned170,EL ,1.7,8,Thinned,170-175,0.31,0.02,0.33,1.6,429.5,-5.69,423.8,0.00
EL1.708Thinned175,EL ,1.7,8,Thinned,175-180,0.26,0.01,0.28,1.4,430.9,-5.69,425.2,0.00
EL1.708Thinned180,EL ,1.7,8,Thinned,180-185,0.23,0.01,0.24,1.2,432.1,-5.69,426.4,0.00
EL1.708Thinned185,EL ,1.7,8,Thinned,185-190,0.20,0.01,0.21,1.1,433.2,-5.69,427.5,0.00
EL1.708Thinned190,EL ,1.7,8,Thinned,190-195,0.17,0.01,0.18,0.9,434.1,-5.69,428.4,0.00
EL1.708Thinned195,EL ,1.7,8,Thinned,195-200,0.15,0.01,0.16,0.8,434.9,-5.69,429.2,0.00
EL1.710NO_thin000,EL ,1.7,10,NO_thin,  0-5,1.50,0.96,2.46,12.3,12.3,0.00,12.3,0.00
EL1.710NO_thin005,EL ,1.7,10,NO_thin,  5-10,4.59,1.18,5.77,28.8,41.1,0.00,41.1,0.00
EL1.710NO_thin010,EL ,1.7,10,NO_thin, 10-15,14.01,1.19,15.19,76.0,117.1,0.00,117.1,0.00
EL1.710NO_thin015,EL ,1.7,10,NO_thin, 15-20,25.07,2.99,28.06,140.3,257.4,0.00,257.4,0.00
EL1.710NO_thin020,EL ,1.7,10,NO_thin, 20-25,13.96,2.68,16.64,83.2,340.6,0.00,340.6,0.00
